iter	Passed	Remaining
5164	139956	131014
5165	139976	130980
5166	139993	130943
5167	140018	130915
5168	140047	130889
5169	140087	130874
5170	140129	130861
5171	140156	130834
5172	140178	130803
5173	140215	130784
5174	140240	130755
5175	140266	130727
5176	140288	130695
5177	140305	130659
5178	140327	130627
5179	140348	130594
5180	140370	130562
5181	140395	130533
5182	140419	130503
5183	140446	130476
5184	140471	130447
5185	140507	130428
5186	140526	130393
5187	140546	130359
5188	140569	130329
5189	140595	130301
5190	140636	130287
5191	140664	130260
5192	140694	130236
5193	140715	130204
5194	140738	130173
5195	140760	130141
5196	140788	130114
5197	140813	130085
5198	140835	130053
5199	140858	130023
5200	140882	129993
5201	140905	129962
5202	140945	129946
5203	140967	129915
5204	140984	129878
5205	141014	129854
5206	141047	129833
5207	141063	129795
5208	141083	129761
5209	141109	129734
5210	141142	129712
5211	141167	129683
5212	141192	129654
5213	141218	129626
5214	141233	129588
5215	141271	129570
5216	141285	129532
5217	141314	129507
5218	141331	129470
5219	141355	129440
5220	141388	129418
5221	141414	129390
5222	141442	129364
5223	141467	129335
5224	141489	129303
5225	141507	129268
5226	141538	129244
5227	141567	129219
5228	141598	129195
5229	141619	129163
5230	141655	129144
5231	141682	129117
5232	141712	129092
5233	141734	129061
5234	141755	129028
5235	141780	128999
5236	141799	128965
5237	141835	128946
5238	141857	128914
5239	141876	128880
5240	141912	128861
5241	141943	128837
5242	141982	128821
5243	142009	128794
5244	142041	128771
5245	142066	128742
5246	142092	128714
5247	142119	128687
5248	142178	128689
5249	142203	128660
5250	142229	128632
5251	142261	128609
5252	142286	128580
5253	142313	128553
5254	142343	128528
5255	142367	128498
5256	142396	128473
5257	142424	128447
5258	142446	128415
5259	142470	128386
5260	142489	128351
5261	142514	128323
5262	142548	128301
5263	142576	128275
5264	142602	128247
5265	142636	128226
5266	142672	128207
5267	142691	128173
5268	142710	128138
5269	142737	128112
5270	142756	128077
5271	142779	128047
5272	142810	128022
5273	142823	127983
5274	142845	127951
5275	142866	127919
5276	142889	127888
5277	142916	127861
5278	142931	127823
5279	142975	127811
5280	143008	127789
5281	143031	127758
5282	143093	127762
5283	143151	127763
5284	143173	127731
5285	143201	127705
5286	143249	127696
5287	143265	127660
5288	143280	127622
5289	143302	127590
5290	143341	127574
5291	143361	127541
5292	143384	127510
5293	143402	127475
5294	143425	127443
5295	143455	127419
5296	143489	127398
5297	143507	127363
5298	143532	127335
5299	143566	127314
5300	143603	127295
5301	143638	127274
5302	143665	127248
5303	143694	127222
5304	143719	127194
5305	143750	127170
5306	143772	127138
5307	143800	127112
5308	143826	127084
5309	143855	127059
5310	143879	127028
5311	143903	126999
5312	143938	126979
5313	143962	126949
5314	143984	126917
5315	144037	126913
5316	144057	126880
5317	144076	126845
5318	144113	126827
5319	144128	126789
5320	144155	126762
5321	144182	126735
5322	144211	126709
5323	144245	126688
5324	144265	126655
5325	144287	126623
5326	144322	126604
5327	144338	126567
5328	144371	126544
5329	144398	126518
5330	144413	126480
5331	144436	126449
5332	144460	126420
5333	144484	126390
5334	144514	126365
5335	144544	126341
5336	144566	126309
5337	144583	126273
5338	144613	126248
5339	144640	126221
5340	144688	126212
5341	144703	126175
5342	144727	126145
5343	144761	126124
5344	144791	126100
5345	144821	126075
5346	144870	126067
5347	144891	126035
5348	144911	126001
5349	144960	125993
5350	144987	125966
5351	145010	125935
5352	145041	125912
5353	145066	125883
5354	145096	125858
5355	145116	125825
5356	145141	125796
5357	145170	125771
5358	145198	125745
5359	145224	125716
5360	145241	125681
5361	145276	125660
5362	145306	125636
5363	145328	125604
5364	145348	125570
5365	145372	125541
5366	145397	125512
5367	145435	125494
5368	145461	125467
5369	145481	125433
5370	145496	125396
5371	145518	125364
5372	145543	125336
5373	145559	125299
5374	145597	125281
5375	145636	125264
5376	145654	125229
5377	145685	125205
5378	145715	125181
5379	145733	125146
5380	145759	125118
5381	145783	125088
5382	145798	125051
5383	145845	125041
5384	145892	125031
5385	145920	125005
5386	145949	124979
5387	145979	124955
5388	146011	124931
5389	146047	124913
5390	146072	124883
5391	146111	124866
5392	146136	124838
5393	146176	124821
5394	146208	124798
5395	146232	124769
5396	146253	124736
5397	146280	124709
5398	146304	124680
5399	146331	124652
5400	146348	124617
5401	146381	124595
5402	146400	124560
5403	146426	124532
5404	146457	124509
5405	146477	124475
5406	146499	124444
5407	146532	124422
5408	146562	124397
5409	146588	124369
5410	146622	124348
5411	146644	124317
5412	146661	124281
5413	146712	124275
5414	146747	124254
5415	146771	124224
5416	146810	124207
5417	146828	124172
5418	146848	124139
5419	146886	124121
5420	146914	124095
5421	146939	124066
5422	146960	124034
5423	146984	124005
5424	147003	123970
5425	147027	123941
5426	147044	123905
5427	147066	123874
5428	147091	123845
5429	147123	123821
5430	147155	123799
5431	147181	123771
5432	147208	123743
5433	147223	123706
5434	147243	123673
5435	147268	123644
5436	147298	123620
5437	147315	123584
5438	147349	123563
5439	147363	123525
5440	147383	123492
5441	147404	123459
5442	147449	123447
5443	147476	123421
5444	147496	123387
5445	147524	123361
5446	147553	123335
5447	147590	123317
5448	147609	123283
5449	147630	123250
5450	147672	123236
5451	147695	123205
5452	147729	123184
5453	147836	123223
5454	147862	123195
5455	147919	123193
5456	147955	123173
5457	147973	123139
5458	148005	123116
5459	148018	123077
5460	148049	123053
5461	148082	123031
5462	148113	123007
5463	148143	122983
5464	148182	122966
5465	148237	122961
5466	148258	122929
5467	148296	122911
5468	148347	122903
5469	148370	122873
5470	148392	122842
5471	148428	122822
5472	148450	122790
5473	148473	122760
5474	148518	122747
5475	148546	122721
5476	148573	122694
5477	148603	122669
5478	148631	122643
5479	148648	122607
5480	148710	122609
5481	148727	122574
5482	148755	122547
5483	148781	122519
5484	148805	122489
5485	148823	122455
5486	148857	122433
5487	148881	122404
5488	148907	122376
5489	148943	122355
5490	148977	122335
5491	149008	122310
5492	149037	122284
5493	149062	122256
5494	149085	122225
5495	149113	122199
5496	149132	122165
5497	149152	122132
5498	149167	122095
5499	149188	122063
5500	149215	122036
5501	149241	122007
5502	149264	121977
5503	149294	121952
5504	149313	121919
5505	149336	121888
5506	149368	121865
5507	149395	121837
5508	149414	121804
5509	149441	121777
5510	149476	121756
5511	149499	121726
5512	149529	121701
5513	149546	121665
5514	149565	121632
5515	149584	121598
5516	149620	121578
5517	149657	121559
5518	149674	121523
5519	149697	121493
5520	149732	121472
5521	149756	121443
5522	149784	121416
5523	149811	121389
5524	149839	121363
5525	149877	121344
5526	149905	121318
5527	149938	121296
5528	149970	121273
5529	150002	121249
5530	150019	121214
5531	150040	121182
5532	150070	121157
5533	150092	121126
5534	150116	121096
5535	150135	121062
5536	150165	121038
5537	150182	121003
5538	150219	120983
5539	150245	120955
5540	150264	120922
5541	150287	120891
5542	150312	120862
5543	150346	120841
5544	150372	120813
5545	150400	120786
5546	150424	120757
5547	150452	120730
5548	150493	120715
5549	150509	120678
5550	150531	120647
5551	150555	120617
5552	150582	120590
5553	150610	120564
5554	150649	120546
5555	150677	120520
5556	150694	120484
5557	150729	120464
5558	150754	120435
5559	150784	120410
5560	150806	120379
5561	150833	120352
5562	150857	120322
5563	150873	120286
5564	150910	120267
5565	150949	120249
5566	150985	120229
5567	151015	120204
5568	151038	120174
5569	151063	120145
5570	151084	120113
5571	151112	120087
5572	151131	120053
5573	151152	120021
5574	151184	119998
5575	151218	119977
5576	151238	119943
5577	151276	119925
5578	151309	119902
5579	151336	119875
5580	151364	119849
5581	151390	119821
5582	151418	119794
5583	151449	119771
5584	151488	119753
5585	151520	119729
5586	151553	119707
5587	151579	119679
5588	151624	119666
5589	151652	119640
5590	151669	119604
5591	151705	119584
5592	151738	119561
5593	151755	119527
5594	151789	119505
5595	151814	119476
5596	151828	119439
5597	151857	119413
5598	151884	119386
5599	151926	119370
5600	151945	119337
5601	151970	119308
5602	151997	119281
5603	152025	119254
5604	152043	119220
5605	152073	119195
5606	152095	119164
5607	152119	119135
5608	152141	119103
5609	152171	119078
5610	152191	119046
5611	152223	119022
5612	152254	118999
5613	152286	118975
5614	152309	118945
5615	152335	118916
5616	152351	118881
5617	152373	118850
5618	152405	118826
5619	152424	118793
5620	152450	118765
5621	152474	118736
5622	152518	118722
5623	152549	118698
5624	152574	118668
5625	152601	118641
5626	152625	118612
5627	152658	118589
5628	152684	118561
5629	152714	118536
5630	152747	118514
5631	152771	118484
5632	152791	118452
5633	152820	118426
5634	152840	118394
5635	152867	118366
5636	152898	118342
5637	152924	118314
5638	152948	118284
5639	152972	118255
5640	153003	118231
5641	153031	118205
5642	153052	118173
5643	153081	118147
5644	153108	118119
5645	153136	118093
5646	153157	118061
5647	153180	118031
5648	153197	117996
5649	153227	117971
5650	153261	117950
5651	153291	117924
5652	153321	117899
5653	153341	117867
5654	153378	117847
5655	153413	117827
5656	153438	117798
5657	153464	117770
5658	153492	117743
5659	153525	117720
5660	153543	117687
5661	153578	117665
5662	153596	117631
5663	153633	117611
5664	153659	117583
5665	153687	117557
5666	153726	117539
5667	153756	117515
5668	153778	117483
5669	153803	117454
5670	153822	117421
5671	153847	117393
5672	153870	117362
5673	153898	117335
5674	153921	117306
5675	153949	117279
5676	153976	117252
5677	154013	117232
5678	154040	117205
5679	154068	117178
5680	154091	117148
5681	154111	117115
5682	154131	117083
5683	154151	117051
5684	154169	117017
5685	154198	116991
5686	154234	116970
5687	154260	116943
5688	154298	116924
5689	154320	116892
5690	154349	116867
5691	154384	116846
5692	154405	116814
5693	154424	116781
5694	154447	116750
5695	154472	116722
5696	154488	116686
5697	154511	116656
5698	154555	116642
5699	154583	116615
5700	154603	116583
5701	154620	116548
5702	154651	116524
5703	154672	116492
5704	154708	116472
5705	154734	116444
5706	154763	116418
5707	154788	116389
5708	154817	116363
5709	154847	116338
5710	154868	116307
5711	154891	116276
5712	154918	116250
5713	154932	116213
5714	154948	116177
5715	154976	116150
5716	154996	116118
5717	155020	116089
5718	155069	116078
5719	155100	116054
5720	155128	116027
5721	155150	115996
5722	155165	115960
5723	155193	115933
5724	155222	115908
5725	155251	115883
5726	155273	115851
5727	155302	115826
5728	155324	115795
5729	155351	115768
5730	155372	115736
5731	155392	115703
5732	155409	115669
5733	155462	115661
5734	155500	115642
5735	155525	115613
5736	155580	115607
5737	155610	115582
5738	155633	115552
5739	155658	115523
5740	155685	115496
5741	155714	115470
5742	155740	115442
5743	155773	115420
5744	155787	115383
5745	155808	115351
5746	155836	115325
5747	155859	115294
5748	155886	115267
5749	155924	115248
5750	155944	115216
5751	155978	115193
5752	155997	115160
5753	156017	115128
5754	156046	115102
5755	156070	115073
5756	156094	115043
5757	156133	115025
5758	156157	114996
5759	156181	114967
5760	156208	114939
5761	156239	114915
5762	156264	114887
5763	156295	114862
5764	156317	114831
5765	156333	114796
5766	156370	114776
5767	156391	114745
5768	156414	114714
5769	156437	114685
5770	156466	114659
5771	156493	114632
5772	156522	114606
5773	156552	114580
5774	156568	114545
5775	156607	114527
5776	156635	114500
5777	156670	114479
5778	156696	114451
5779	156728	114428
5780	156755	114400
5781	156817	114399
5782	156842	114370
5783	156869	114343
5784	156911	114326
5785	156940	114301
5786	156967	114273
5787	156982	114238
5788	157003	114206
5789	157025	114175
5790	157041	114140
5791	157058	114105
5792	157096	114086
5793	157124	114060
5794	157144	114028
5795	157181	114008
5796	157196	113971
5797	157221	113943
5798	157239	113909
5799	157280	113892
5800	157302	113862
5801	157323	113830
5802	157364	113812
5803	157389	113784
5804	157424	113763
5805	157452	113736
5806	157479	113709
5807	157514	113688
5808	157535	113656
5809	157554	113623
5810	157583	113597
5811	157604	113566
5812	157631	113539
5813	157676	113524
5814	157695	113492
5815	157731	113470
5816	157754	113440
5817	157782	113414
5818	157801	113381
5819	157836	113360
5820	157861	113331
5821	157888	113304
5822	157916	113277
5823	157946	113253
5824	157974	113226
5825	158007	113203
5826	158035	113176
5827	158057	113145
5828	158087	113120
5829	158124	113101
5830	158160	113080
5831	158193	113057
5832	158222	113031
5833	158237	112996
5834	158291	112987
5835	158311	112955
5836	158343	112931
5837	158376	112908
5838	158405	112883
5839	158442	112863
5840	158471	112837
5841	158507	112816
5842	158534	112789
5843	158570	112768
5844	158609	112749
5845	158640	112725
5846	158668	112698
5847	158707	112680
5848	158740	112657
5849	158782	112640
5850	158805	112610
5851	158822	112575
5852	158852	112551
5853	158887	112529
5854	158908	112497
5855	158937	112471
5856	158965	112445
5857	158995	112420
5858	159023	112393
5859	159054	112369
5860	159089	112347
5861	159117	112321
5862	159155	112301
5863	159178	112272
5864	159199	112240
5865	159227	112213
5866	159312	112227
5867	159329	112193
5868	159344	112157
5869	159382	112138
5870	159413	112113
5871	159463	112102
5872	159492	112076
5873	159510	112042
5874	159575	112042
5875	159593	112008
5876	159621	111982
5877	159680	111977
5878	159698	111943
5879	159715	111909
5880	159758	111893
5881	159786	111866
5882	159800	111830
5883	159832	111806
5884	159851	111773
5885	159887	111752
5886	159909	111722
5887	159964	111714
5888	159985	111682
5889	160017	111658
5890	160035	111625
5891	160051	111590
5892	160117	111590
5893	160140	111560
5894	160169	111534
5895	160193	111505
5896	160223	111479
5897	160258	111458
5898	160285	111430
5899	160312	111403
5900	160330	111369
5901	160350	111338
5902	160386	111316
5903	160402	111282
5904	160433	111257
5905	160455	111226
5906	160483	111200
5907	160515	111176
5908	160545	111150
5909	160570	111122
5910	160592	111091
5911	160622	111066
5912	160659	111046
5913	160703	111030
5914	160735	111007
5915	160763	110980
5916	160792	110953
5917	160821	110928
5918	160849	110901
5919	160869	110869
5920	160906	110849
5921	160935	110823
5922	160955	110790
5923	160986	110766
5924	161008	110735
5925	161031	110705
5926	161056	110677
5927	161087	110652
5928	161112	110624
5929	161127	110588
5930	161147	110556
5931	161174	110529
5932	161199	110500
5933	161222	110470
5934	161264	110453
5935	161287	110423
5936	161304	110389
5937	161329	110360
5938	161347	110326
5939	161373	110298
5940	161388	110263
5941	161423	110241
5942	161450	110214
5943	161470	110182
5944	161505	110160
5945	161528	110130
5946	161555	110103
5947	161576	110072
5948	161595	110038
5949	161627	110015
5950	161648	109983
5951	161671	109953
5952	161706	109932
5953	161728	109901
5954	161748	109869
5955	161787	109850
5956	161813	109822
5957	161845	109798
5958	161873	109771
5959	161898	109743
5960	161924	109715
5961	161950	109687
5962	161983	109664
5963	162017	109641
5964	162043	109613
5965	162072	109587
5966	162093	109556
5967	162118	109527
5968	162144	109499
5969	162164	109467
5970	162189	109439
5971	162212	109408
5972	162233	109377
5973	162269	109356
5974	162290	109325
5975	162345	109317
5976	162398	109307
5977	162426	109280
5978	162451	109251
5979	162502	109240
5980	162546	109224
5981	162561	109189
5982	162581	109157
5983	162615	109134
5984	162673	109128
5985	162698	109099
5986	162741	109083
5987	162775	109060
5988	162832	109053
5989	162863	109028
5990	162880	108994
5991	162932	108984
5992	162946	108947
5993	162970	108918
5994	163029	108913
5995	163053	108883
5996	163098	108868
5997	163115	108834
5998	163133	108800
5999	163169	108779
6000	163204	108757
6001	163228	108728
6002	163306	108734
6003	163330	108705
6004	163378	108692
6005	163432	108682
6006	163451	108650
6007	163478	108622
6008	163517	108603
6009	163544	108575
6010	163567	108546
6011	163600	108522
6012	163615	108487
6013	163637	108456
6014	163667	108431
6015	163697	108405
6016	163718	108374
6017	163738	108343
6018	163765	108315
6019	163802	108294
6020	163828	108266
6021	163869	108248
6022	163900	108223
6023	163940	108204
6024	163971	108180
6025	164000	108154
6026	164019	108121
6027	164048	108095
6028	164075	108068
6029	164113	108048
6030	164140	108020
6031	164165	107992
6032	164189	107962
6033	164223	107939
6034	164250	107912
6035	164283	107889
6036	164309	107861
6037	164331	107830
6038	164367	107809
6039	164396	107783
6040	164435	107763
6041	164452	107729
6042	164492	107710
6043	164528	107689
6044	164550	107658
6045	164580	107633
6046	164608	107606
6047	164633	107577
6048	164668	107556
6049	164692	107526
6050	164711	107494
6051	164746	107471
6052	164774	107444
6053	164799	107416
6054	164829	107390
6055	164853	107361
6056	164869	107327
6057	164910	107308
6058	164925	107273
6059	164957	107249
6060	164978	107218
6061	165005	107191
6062	165033	107164
6063	165066	107140
6064	165089	107110
6065	165124	107088
6066	165154	107063
6067	165181	107035
6068	165214	107012
6069	165243	106986
6070	165270	106958
6071	165291	106928
6072	165311	106895
6073	165341	106870
6074	165361	106838
6075	165389	106812
6076	165410	106780
6077	165429	106748
6078	165450	106716
6079	165484	106693
6080	165510	106666
6081	165538	106639
6082	165575	106618
6083	165597	106588
6084	165640	106570
6085	165666	106542
6086	165692	106514
6087	165723	106490
6088	165745	106459
6089	165772	106432
6090	165790	106398
6091	165819	106372
6092	165840	106341
6093	165878	106320
6094	165911	106297
6095	165948	106276
6096	165974	106248
6097	166009	106226
6098	166039	106200
6099	166066	106173
6100	166091	106144
6101	166120	106119
6102	166149	106092
6103	166170	106061
6104	166188	106028
6105	166221	106004
6106	166243	105974
6107	166264	105943
6108	166294	105917
6109	166322	105890
6110	166352	105865
6111	166376	105836
6112	166400	105807
6113	166425	105778
6114	166446	105747
6115	166472	105719
6116	166510	105699
6117	166530	105667
6118	166558	105640
6119	166591	105616
6120	166616	105588
6121	166644	105561
6122	166687	105544
6123	166711	105514
6124	166736	105486
6125	166761	105458
6126	166803	105439
6127	166828	105411
6128	166872	105394
6129	166902	105369
6130	166920	105335
6131	166948	105309
6132	166981	105285
6133	167009	105259
6134	167055	105243
6135	167086	105218
6136	167117	105194
6137	167146	105167
6138	167172	105139
6139	167199	105112
6140	167229	105087
6141	167257	105060
6142	167289	105035
6143	167307	105003
6144	167344	104982
6145	167380	104960
6146	167397	104926
6147	167445	104912
6148	167463	104879
6149	167486	104849
6150	167531	104833
6151	167560	104807
6152	167578	104774
6153	167612	104750
6154	167634	104720
6155	167667	104696
6156	167698	104671
6157	167728	104646
6158	167750	104615
6159	167777	104588
6160	167807	104563
6161	167840	104539
6162	167866	104511
6163	167890	104481
6164	167909	104449
6165	167942	104426
6166	167960	104392
6167	167992	104368
6168	168016	104339
6169	168053	104318
6170	168070	104284
6171	168107	104263
6172	168138	104238
6173	168168	104212
6174	168194	104185
6175	168207	104149
6176	168232	104120
6177	168261	104094
6178	168299	104073
6179	168326	104046
6180	168343	104013
6181	168365	103982
6182	168392	103954
6183	168415	103924
6184	168433	103892
6185	168472	103872
6186	168496	103843
6187	168522	103815
6188	168542	103783
6189	168564	103752
6190	168602	103732
6191	168630	103705
6192	168656	103677
6193	168685	103651
6194	168715	103625
6195	168749	103603
6196	168770	103571
6197	168803	103548
6198	168832	103521
6199	168864	103497
6200	168906	103479
6201	168937	103454
6202	168959	103424
6203	169001	103406
6204	169024	103376
6205	169061	103354
6206	169079	103321
6207	169112	103298
6208	169146	103274
6209	169172	103246
6210	169204	103222
6211	169234	103197
6212	169249	103162
6213	169287	103141
6214	169308	103110
6215	169335	103083
6216	169360	103054
6217	169389	103028
6218	169422	103004
6219	169441	102972
6220	169473	102948
6221	169500	102920
6222	169516	102886
6223	169540	102857
6224	169566	102829
6225	169597	102804
6226	169631	102781
6227	169655	102752
6228	169683	102725
6229	169701	102692
6230	169724	102662
6231	169746	102632
6232	169773	102605
6233	169805	102580
6234	169835	102555
6235	169852	102521
6236	169871	102489
6237	169898	102462
6238	169918	102430
6239	169949	102405
6240	169964	102370
6241	169985	102339
6242	170029	102322
6243	170060	102297
6244	170083	102268
6245	170117	102244
6246	170142	102216
6247	170161	102184
6248	170182	102152
6249	170222	102133
6250	170247	102104
6251	170286	102084
6252	170313	102057
6253	170331	102024
6254	170379	102009
6255	170407	101983
6256	170432	101954
6257	170458	101926
6258	170477	101894
6259	170502	101865
6260	170540	101844
6261	170567	101817
6262	170585	101785
6263	170616	101759
6264	170638	101729
6265	170654	101695
6266	170673	101663
6267	170724	101650
6268	170749	101621
6269	170774	101593
6270	170800	101565
6271	170825	101536
6272	170861	101514
6273	170889	101487
6274	170918	101461
6275	170946	101434
6276	170968	101404
6277	170995	101376
6278	171029	101353
6279	171067	101332
6280	171091	101303
6281	171115	101274
6282	171138	101244
6283	171164	101217
6284	171185	101186
6285	171205	101154
6286	171235	101129
6287	171257	101098
6288	171274	101065
6289	171326	101052
6290	171343	101019
6291	171358	100984
6292	171389	100960
6293	171418	100933
6294	171446	100907
6295	171506	100898
6296	171521	100864
6297	171542	100833
6298	171572	100807
6299	171599	100780
6300	171632	100756
6301	171645	100721
6302	171692	100705
6303	171717	100677
6304	171744	100649
6305	171782	100628
6306	171795	100593
6307	171827	100568
6308	171862	100545
6309	171890	100519
6310	171916	100490
6311	171934	100458
6312	171954	100426
6313	171975	100396
6314	171994	100363
6315	172029	100341
6316	172043	100306
6317	172069	100278
6318	172084	100244
6319	172099	100209
6320	172127	100183
6321	172160	100159
6322	172183	100129
6323	172212	100103
6324	172245	100079
6325	172269	100050
6326	172302	100026
6327	172322	99994
6328	172348	99966
6329	172366	99934
6330	172389	99904
6331	172424	99882
6332	172452	99855
6333	172472	99823
6334	172492	99792
6335	172518	99764
6336	172548	99738
6337	172580	99714
6338	172613	99690
6339	172641	99663
6340	172669	99636
6341	172685	99603
6342	172721	99580
6343	172753	99556
6344	172769	99522
6345	172795	99495
6346	172842	99479
6347	172885	99461
6348	172914	99434
6349	172956	99415
6350	172984	99389
6351	173024	99369
6352	173059	99346
6353	173080	99315
6354	173098	99282
6355	173124	99255
6356	173158	99231
6357	173186	99204
6358	173210	99176
6359	173235	99147
6360	173267	99122
6361	173286	99090
6362	173319	99067
6363	173336	99033
6364	173370	99010
6365	173388	98977
6366	173421	98953
6367	173451	98928
6368	173475	98899
6369	173496	98868
6370	173527	98843
6371	173541	98808
6372	173571	98783
6373	173609	98761
6374	173635	98734
6375	173652	98701
6376	173681	98674
6377	173700	98642
6378	173724	98613
6379	173766	98594
6380	173800	98571
6381	173826	98543
6382	173867	98524
6383	173882	98490
6384	173897	98455
6385	173922	98427
6386	173952	98401
6387	173974	98371
6388	174003	98344
6389	174041	98324
6390	174069	98297
6391	174092	98267
6392	174120	98240
6393	174140	98209
6394	174173	98185
6395	174194	98154
6396	174212	98122
6397	174238	98093
6398	174291	98081
6399	174316	98052
6400	174337	98022
6401	174369	97997
6402	174396	97970
6403	174431	97947
6404	174460	97921
6405	174484	97892
6406	174509	97863
6407	174532	97834
6408	174546	97799
6409	174568	97768
6410	174597	97743
6411	174622	97714
6412	174645	97684
6413	174675	97659
6414	174699	97630
6415	174721	97600
6416	174740	97568
6417	174770	97542
6418	174804	97518
6419	174822	97486
6420	174849	97459
6421	174881	97434
6422	174904	97405
6423	174930	97377
6424	174949	97345
6425	174973	97316
6426	174995	97286
6427	175017	97256
6428	175046	97230
6429	175071	97201
6430	175089	97168
6431	175116	97141
6432	175141	97113
6433	175173	97088
6434	175252	97089
6435	175268	97056
6436	175286	97024
6437	175333	97008
6438	175355	96977
6439	175379	96949
6440	175400	96918
6441	175423	96888
6442	175447	96859
6443	175487	96839
6444	175510	96810
6445	175526	96776
6446	175563	96754
6447	175593	96729
6448	175621	96702
6449	175650	96676
6450	175684	96652
6451	175705	96621
6452	175732	96594
6453	175747	96560
6454	175784	96538
6455	175814	96513
6456	175838	96483
6457	175864	96456
6458	175888	96426
6459	175917	96400
6460	175947	96375
6461	175979	96350
6462	176006	96322
6463	176030	96293
6464	176047	96261
6465	176087	96240
6466	176116	96214
6467	176150	96190
6468	176179	96164
6469	176198	96132
6470	176227	96106
6471	176257	96081
6472	176281	96052
6473	176311	96026
6474	176343	96001
6475	176359	95968
6476	176379	95936
6477	176407	95910
6478	176433	95882
6479	176456	95852
6480	176476	95821
6481	176517	95802
6482	176556	95780
6483	176573	95748
6484	176601	95721
6485	176626	95693
6486	176653	95665
6487	176684	95640
6488	176718	95616
6489	176741	95587
6490	176757	95554
6491	176784	95526
6492	176808	95497
6493	176832	95468
6494	176860	95442
6495	176880	95410
6496	176914	95387
6497	176932	95355
6498	176960	95328
6499	176987	95301
6500	177014	95273
6501	177043	95247
6502	177068	95218
6503	177100	95194
6504	177126	95166
6505	177159	95141
6506	177201	95122
6507	177216	95089
6508	177240	95060
6509	177278	95038
6510	177320	95019
6511	177334	94984
6512	177360	94957
6513	177387	94930
6514	177412	94901
6515	177436	94872
6516	177460	94843
6517	177479	94811
6518	177505	94783
6519	177542	94761
6520	177567	94733
6521	177593	94705
6522	177614	94674
6523	177640	94647
6524	177663	94617
6525	177690	94590
6526	177713	94560
6527	177745	94536
6528	177768	94506
6529	177785	94474
6530	177809	94445
6531	177823	94410
6532	177843	94379
6533	177864	94349
6534	177897	94325
6535	177921	94296
6536	177945	94267
6537	177970	94239
6538	177996	94211
6539	178032	94188
6540	178060	94161
6541	178079	94129
6542	178103	94101
6543	178123	94070
6544	178141	94038
6545	178176	94014
6546	178200	93985
6547	178226	93958
6548	178271	93940
6549	178320	93924
6550	178341	93894
6551	178376	93870
6552	178413	93848
6553	178429	93815
6554	178444	93782
6555	178510	93775
6556	178527	93742
6557	178542	93709
6558	178593	93694
6559	178618	93665
6560	178641	93636
6561	178675	93612
6562	178705	93587
6563	178727	93557
6564	178757	93531
6565	178778	93500
6566	178808	93475
6567	178838	93449
6568	178869	93424
6569	178924	93411
6570	178958	93387
6571	178984	93359
6572	179043	93348
6573	179067	93320
6574	179087	93288
6575	179134	93271
6576	179168	93248
6577	179217	93232
6578	179241	93203
6579	179279	93181
6580	179304	93153
6581	179330	93125
6582	179351	93095
6583	179389	93073
6584	179406	93040
6585	179429	93011
6586	179465	92988
6587	179487	92958
6588	179507	92927
6589	179539	92902
6590	179568	92876
6591	179589	92846
6592	179625	92823
6593	179652	92795
6594	179693	92775
6595	179723	92749
6596	179759	92727
6597	179780	92696
6598	179805	92668
6599	179819	92634
6600	179842	92604
6601	179868	92577
6602	179894	92549
6603	179930	92526
6604	179960	92500
6605	179992	92475
6606	180009	92443
6607	180032	92413
6608	180054	92383
6609	180088	92359
6610	180116	92333
6611	180145	92306
6612	180177	92282
6613	180204	92254
6614	180233	92228
6615	180278	92210
6616	180306	92183
6617	180334	92156
6618	180365	92131
6619	180388	92101
6620	180412	92072
6621	180453	92052
6622	180483	92026
6623	180504	91996
6624	180542	91974
6625	180585	91955
6626	180612	91928
6627	180655	91908
6628	180689	91884
6629	180706	91852
6630	180744	91830
6631	180777	91806
6632	180795	91774
6633	180827	91749
6634	180866	91728
6635	180893	91700
6636	180916	91671
6637	180934	91639
6638	180955	91609
6639	180995	91587
6640	181019	91559
6641	181035	91526
6642	181056	91495
6643	181083	91468
6644	181103	91437
6645	181131	91410
6646	181150	91379
6647	181178	91352
6648	181202	91323
6649	181235	91299
6650	181257	91269
6651	181288	91243
6652	181313	91215
6653	181341	91188
6654	181368	91161
6655	181395	91133
6656	181419	91105
6657	181447	91078
6658	181474	91050
6659	181490	91017
6660	181525	90994
6661	181546	90964
6662	181590	90945
6663	181617	90917
6664	181637	90886
6665	181663	90858
6666	181685	90829
6667	181701	90796
6668	181734	90771
6669	181762	90745
6670	181791	90718
6671	181817	90690
6672	181842	90662
6673	181866	90633
6674	181896	90607
6675	181915	90576
6676	181934	90544
6677	181970	90522
6678	181993	90492
6679	182011	90460
6680	182044	90436
6681	182065	90405
6682	182089	90377
6683	182111	90347
6684	182134	90318
6685	182167	90293
6686	182188	90263
6687	182226	90241
6688	182255	90214
6689	182270	90181
6690	182304	90157
6691	182331	90130
6692	182357	90102
6693	182380	90072
6694	182406	90045
6695	182422	90012
6696	182479	90000
6697	182493	89966
6698	182509	89933
6699	182543	89909
6700	182570	89882
6701	182597	89854
6702	182624	89827
6703	182654	89801
6704	182690	89778
6705	182720	89752
6706	182744	89723
6707	182759	89690
6708	182773	89656
6709	182797	89627
6710	182818	89597
6711	182839	89567
6712	182868	89540
6713	182895	89513
6714	182926	89488
6715	182948	89458
6716	182985	89435
6717	183009	89407
